provider_id,provider_name,policy_url,domains
503,Underdog Media,https://underdogmedia.com/privacy-policy/gdpr,udmserve.net
505,Undertone,https://www.undertone.com/privacy/,ads.undertone.com c1.undertonevideo.com cdn.undertone.com prg.undertone.com rt.legolas-media.com sparkflow.net
510,Unruly Group Limited,https://unruly.co/privacy,cloud-video.unrulymedia.com cloud.video.unrulymedia.com pixel.unruly.systems pre-usermatch.targeting.unrulymedia.com stats3.unrulymedia.com targaryen.unrulymedia.com targeting.unrulymedia.com unrulymedia.com usermatch.targeting.unrulymedia.com vast.unruly.systems video.unrulymedia.com vpaid.unruly.systems
522,Vizury,https://www1.vizury.com/legal/privacy-policy,v-cdn2.vizury.com videostage.vizury.com vizury.com www.vizury.com
523,Markit,https://www.markitdigital.com/products/ads/privacy-policy/,ad.wsod.com ad.wsodcdn.com api.addata.wallst.com wsod.com wsodcdn.com wsoddata.com
528,Weborama,https://weborama.com/e-privacy/,adrcdn.com adrcntr.com adrime.com astatic.weborama.fr bigsea.weborama.com cntr.adrcntr.com cstatic.weborama.fr elstatic.weborama.fr esstatic.weborama.fr evt.adrcntr.com frontend.weborama.com frontend.weborama.fr istatic.weborama.fr l3static.weborama.fr media.adrcdn.com perf.weborama.fr pro.weborama.fr pub.weborama.fr script.weborama.fr scripts.adrcdn.com solution.weborama.fr static.weborama.fr weborama.com weborama.fr
537,emetriq,https://www.emetriq.com/datenschutz/,apx-openrtb-bidder.xplosion.de cdn.xplosion.de i.emetriq.de lisa.xplosion.de pimages.xplosion.de reco.xplosion.de ssl.xplosion.de ups.xplosion.de xadc.xplosion.de xreco.xplosion.de xups.xplosion.de
540,Yieldr,https://www.yieldr.com/privacy/,254a.com cdn.254a.com d.254a.com n.254a.com r.254a.com
550,CyberAgent,https://adtech.cyberagent.io/privacy,ad.ca-conv.jp adtdp.com adtech.cyberagent.io analytics.skyrocket.adtdp.com bid.skyrocket.adtdp.com bid01-e.dynalyst.jp bidxx-e.dynalyst.jp ca-conv.jp cast-cf-j.adtdp.com cast-cs-j.adtdp.com cast-cv-j.adtdp.com cast-imp-j.adtdp.com cast-js-j.adtdp.com cast-mark-j.adtdp.com cast-rd-j.adtdp.com cast-wn-j.adtdp.com cdn.lodeo.io cdn.skyrocket.adtdp.com cdns.lodeo.io click.skyrocket.adtdp.com creative.skyrocket.adtdp.com cyberagent.io dynalyst-ad-us.adtdp.com dynalyst-ad.adtdp.com dynalyst-bid-us.adtdp.com dynalyst-imp.adtdp.com dynalyst-mk.adtdp.com dynalyst-rd.adtdp.com dynalyst-sync.adtdp.com dynalyst.jp glaze.adtdp.com ich-rd.adtdp.com ich-rtb.adtdp.com ich-wn.adtdp.com imp.skyrocket.adtdp.com live-asset.adtdp.com live-bid.adtdp.com live-click.adtdp.com live-cv.adtdp.com live-imp.adtdp.com lodeo-*.adtdp.com lodeo-ad.adtdp.com lodeo-adnw.adtdp.com lodeo-bid-jp-a.adtdp.com lodeo-mm.adtdp.com lodeo-rd.adtdp.com lodeo-win.adtdp.com lodeo.adtdp.com lodeo.io mark.skyrocket.adtdp.com mk.ca-conv.jp prague-ad.adtdp.com prague-bid.adtdp.com prague-cdn.adtdp.com prague-click.adtdp.com prague-console.adtdp.com prague-mark.adtdp.com prague-trk.adtdp.com prague-vast.adtdp.com rs-ap.adtdp.com rs-j.adtdp.com site.ca-conv.jp sync.skyrocket.adtdp.com view.skyrocket.adtdp.com winnotice.skyrocket.adtdp.com
559,DaVinci11,http://www.adsfactor.com/gdpr.html,servedby.adsfactor.net
560,顶新,http://www.360.cn/privacy/v3/bpsxy.html,*ssl.mediav.com ckmap.mediav.com g1xd.mediav.com lianmeng.360.cn material*.mediav.com mediav.com mvp.mediav.com p3.qhimgs0.com p3.ssl.qhimgs0.com s3m.mediav.com show.g.mediav.com show.mediav.com so.com ssxd.mediav.com static.mediav.com t-dsp.mediav.com t.dsp.mediav.com xd.mediav.com
568,Mashero,http://www.mashero.com/en/privacy-protection,app.mashero.com cdn0.mashero.com cdn1.mashero.com mashero.com shuttle.mashero.com
571,Betgenius,http://betting.geniussports.com/connextra-service-terms-conditions/,connextra.com ff.connextra.com ssl.connextra.com
574,advolution.control,http://advolution.de/privacy.php,asn-trk.advolution.de asn.advolution.de asn.cunda.advolution.biz asn.dc.org-dot-com.com cdn.asn.advolution.de dyn.cunda.advolution.biz esn.dc.org-dot-com.com
575,Exactag,https://www.exactag.com/en/data-privacy,cdn-gm.exactag.com cdn-quisma.exactag.com cdn.exactag.com exactag.com extagad.com m.exactag.com tagm.eduscho.at tagm.tchibo.ch tagm.tchibo.com.tr tagm.tchibo.cz tagm.tchibo.de tagm.tchibo.dk tagm.tchibo.hu tagm.tchibo.pl tagm.tchibo.se tagm.tchibo.sk
576,MicroAd,https://www.microad.co.jp/privacy/,cache.microad.jp d-cache.microad.jp d-cache.microadinc.com d-cache.send.microad.jp d-rtb.microad.jp dsp.send.microad-cn.com dsp.send.microad.jp img.microad-cn.com item.microad.jp ld.send.microad.jp linx.send.microad.jp microad.jp prcache.microad.jp prlist.microad.jp s-cm.send.microad.jp send.microad-cn.com send.microad.jp send.microadinc.com
584,Webgains,http://www.webgains.com/public/en/privacy/,analytics.webgains.io diapi.webgains.com track.webgains.com www.webgains.com
585,Zanox,https://www.awin.com/de/rechtliches/privacy-policy,a1.zanox.com ad.zanox.com ad1.zanox.com zanox-affiliate.de zanox.affiliate.de zanox.com
587,AT Internet,https://www.atinternet.com/en/company/data-protection/,ati-host.net log.xiti.com xiti.com
588,Innovid,http://www.innovid.com/privacy-policy,ag.innovid.com cdn.innovid.com dts.innovid.com innovid.com rtr.innovid.com s-cdn.innovid.com s-file.innovid.com s-files.innovid.com s-static.innovid.com s.innovid.com service.innovid.com static.innovid.com
590,Meetrics,https://www.meetrics.com/en/data-privacy/,meetrics.net mxcdn.net research.de.com s*.meetrics.net s*.mxcdn.net s*.research.de.com
591,Miaozhen Systems,http://www.miaozhen.com/index.php/EN/Index/articontent/articleid/202.html,a.ads.cn.miaozhen.com a.tac.cn.miaozhen.com a.tac.miaozhen.com e.ads.cn.miaozhen.com e.au.miaozhen.com e.jp.miaozhen.com e.tac.cn.miaozhen.com e.tac.miaozhen.com e.tw.miaozhen.com g.ads.cn.miaozhen.com g.aus.miaozhen.com g.cn.miaozhen.com g.hk.miaozhen.com g.id.miaozhen.com g.jp.miaozhen.com g.kr.miaozhen.com g.mbm.cn.miaozhen.com g.my.miaozhen.com g.ph.miaozhen.com g.sea.miaozhen.com g.sg.miaozhen.com g.tac.cn.miaozhen.com g.tac.miaozhen.com g.th.miaozhen.com g.tw.miaozhen.com g.vn.miaozhen.com i.tac.stfile.com js.miaozhen.com miaozhen.com s.tac.stfile.com t.pg.cn.miaozhen.com
592,nugg.ad,https://nugg.ad/de/datenschutz/allgemeine-informationen.html,ci.nuggad.net nuggad.net
595,Commanders Act,https://www.commandersact.com/en/privacy/,commander1.com data.cofinoga.fr data.maisonsdumonde.com data.nocibe.fr data.ouigo.com data.ubi.com data.wptag.net sales.disneylandparis.com tagcommander.com tc.airfrance.com tc.airfrance.fr
609,LifeStreet,http://www.lifestreet.com/privacy,*rtb.lfstmedia.com ads.lfstmedia.com apac-adx-rtb.lfstmedia.com cdn*.lfstmedia.com cdn.lfstmedia.com cms.lfstmedia.com deadxrtb.lfstmedia.com gbadxrtb.lfstmedia.com grtb-de.lfstmedia.com grtb-nj.lfstmedia.com grtb-sc.lfstmedia.com grtb-tw.lfstmedia.com laadxrtb.lfstmedia.com lfstmedia.com njadxrtb.lfstmedia.com scadxrtb.lfstmedia.com twadxrtb.lfstmedia.com vaadxrtb.lfstmedia.com wrtb*.lfstmedia.com
621,Tradelab,http://tradelab.com/en/privacy/,cdn.tradelab.fr dco.tradelab.fr its.tradelab.fr
624,AdLedge,https://adledge.com/data-privacy/,adb.adledge.com adledge.com auid.adledge.com cdn.adledge.com clk.adledge.com dsp.adledge.com epn.adledge.com nda.adledge.com rs.adledge.com rs2.adledge.com ser.adledge.com skw.adledge.com vast.adledge.com vid.adledge.com
723,MainADV,http://www.mainad.com/privacy-policy,a.solocpm.com adchoice.solocpm.com admin.mainad.com admin.solocpm.com ads.solocpm.com ads1.boostadvtrack.com ads1.solocpm.com adsafe.boostadvtrack.com adsafe.solocpm.com advertiser.mainad.com api.mainad.com api.solocpm.com aseaweb01.solocpm.com aud-df.mndtrk.com aud.boostadvtracking.com aud.mndtrk.com audch.solocpm.com audhg.solocpm.com bannercheck.solocpm.com beta.solocpm.com bid.mndtrk.com bid.solocpm.com bidasia.mndtrk.com bidasia.solocpm.com bidc.mndtrk.com bidc.solocpm.com bidderae.solocpm.com biddereu.solocpm.com bidderus.solocpm.com bideurope.mndtrk.com bideurope.solocpm.com biduseast.mndtrk.com biduseast.solocpm.com biduswest.solocpm.com boostadvtrack.com boostadvtracking.com c.mndtrk.com ck.boostadvtrack.com ck.mndtrk.com ck.solocpm.com click.solocpm.com client.solocpm.com clientapi.solocpm.com clk.boostadvtrack.com clk.boostadvtracking.com clk.mndtrk.com cn.mainad.com dc.solocpm.com download.mainad.com eu.solocpm.com expedia.solocpm.com form.solocpm.com ftpfeeds.solocpm.com httptrack.com i.solocpm.com img.boostadvtrack.com img.mndtrk.com img.solocpm.com internal.solocpm.com learn.mainad.com localhost.solocpm.com logico.mainad.com logico.solocpm.com mainad.com mndtrk.com mx.solocpm.com mysql.solocpm.com nb.boostadvtrack.com nb.boostadvtracking.com nb.solocpm.com openxas.solocpm.com openxeu.solocpm.com openxus.solocpm.com openxuscentral.solocpm.com openxuseast.mndtrk.com openxuseast.solocpm.com openxuswest.mndtrk.com publisher.mainad.com pubmaticas.mndtrk.com pubmaticas.solocpm.com pubmaticeu.mndtrk.com pubmaticeu.solocpm.com pubmaticuseast.mndtrk.com pubmaticuseast.solocpm.com pubmaticuswest.mndtrk.com pubmaticuswest.solocpm.com report.solocpm.com rtg.solocpm.com rtg01.solocpm.com rtg014.solocpm.com rtg028.solocpm.com rtg03.solocpm.com rtg05.solocpm.com rtg1.solocpm.com rtgads.solocpm.com rtgclick.solocpm.com rtgconsole.solocpm.com rtgimg.boostadvtrack.com rtgimg.solocpm.com rtgstat.boostadvtrack.com rtgstat.solocpm.com rtgtest.mndtrk.com rtgtest.solocpm.com rtgxml.solocpm.com rubaeeast.solocpm.com rubuseast.solocpm.com secureaud.mndtrk.com secureaud.solocpm.com solocpm.com spanner.solocpm.com sreetest.solocpm.com stat.mndtrk.com static.solocpm.com t.boostadvtrack.com t.mndtrk.com t.solocpm.com test.solocpm.com testhg.solocpm.com testrtg.mndtrk.com testrtgads.solocpm.com tools.solocpm.com uscweb02.boostadvtrack.com uscweb02.solocpm.com useweb03.solocpm.com useweb05.solocpm.com xmlmanage.solocpm.com
725,Mediarithmics,https://www.mediarithmics.com/en/data-privacy.html,ads.mediarithmics.com assets.mediarithmics.com mediarithmics.com
733,Adadyn,http://www.adadyn.com/privacypolicy.html,adadyn.co.in adadyn.com
737,RevenueMantra,http://www.revenuemantra.com/privacy.html,ads.revenuemantra.com revenuemantra.com rtb.revenuemantra.com
776,EASYmedia,https://www.rvty.net/gdpr,a.srv.adrolays.de ads.rvty.net brain.rvty.net cdn.rvty.net d.rvty.net rvty.net
780,LiveIntent,https://liveintent.com/services-privacy-policy/,liadm.com
782,Rakuten Marketing,https://rakutenmarketing.com/legal-notices/services-privacy-policy,a.ichiba.jp.rakuten-static.com ad.dsp.linksynergy.com adx-useast.dpclk.com adx-uswest.dpclk.com afl.rakuten.co.jp amp.rd.linksynergy.com anz.rd.rakuten.co.jp api.rakuten.co.jp api.rp.rakuten.co.jp app.rakuten.co.jp ashiato.travel.rakuten.co.jp cm.dsp.linksynergy.com dc-storm.com dynamic.rakuten.co.jp grp01.ashiato.rakuten.co.jp grp11.ias.rakuten.co.jp grp12.ias.rakuten.co.jp grp15.ias.rakuten.co.jp ias.r10s.jp ias.rakuten.co.jp image.ias.rakuten.co.jp image.rakuten.co.jp jp-amp.rd.linksynergy.com linksynergy.com log.affiliate.rakuten.co.jp mediaforge.com mtwidget*.affiliate.ashiato.rakuten.co.jp mtwidget*.affiliate.rakuten.co.jp mw01.affiliate.rakuten.co.jp nextperf.net nxtck.com pixel.dsp.linksynergy.com rat.rakuten.co.jp shop.r10s.jp static.affiliate.rakuten.co.jp stormcontainertag.com stormiq.com thumbnail.image.rakuten.co.jp trk.dsp.linksynergy.com tshop.r10s.jp xml.affiliate.rakuten.co.jp
787,Reamp,https://rmemx.reamp.com.br/2015/privacy-policy/privacy.html,ads.reamp.com.br bcn.reamp.com.br cache.vitrines.in display.vitrines.in i.reamp.com.br ima.reamp.com.br ras.reamp.com.br rat.reamp.com.br rat.vitrines.in ratdgo.reamp.com.br ratfkcdn.reamp.com.br ratlnd.reamp.com.br ratmx.reamp.com.br rce.reamp.com.br rco.reamp.com.br rdm.reamp.com.br rid.reamp.com.br rme.reamp.com.br rthmx.reamp.com.br
797,Emerse,https://www.emerse.com/privacy-policy/,ad.streamlevel.com cdn.emerse.com media.emerse.com static.emerse.com streaming.emerse.com track.emerse.com tracking.emerse.com video.emerse.com
798,Zebestof,http://www.zebestof.com/en/about-us-2/privacy-en/,adx-ortb.zebestof.com creacdn.zebestof.com ea.zebestof.com imgcdn.zebestof.com sam.zebestof.com
802,AdMaster/LnData,http://www.admaster.com.cn/eng/index.php?c=abouts&a=content&code=useterms_en,admaster.com.cn c.admaster.com.cn c.lndata.com clickc.admaster.com.cn fw4.co intel.admaster.com.cn lndata.com v.admaster.com.cn v.lndata.com
803,Trend Research,https://trendfrage.de/?ID=135,slogantrend.de
814,The Reach Group,https://www.reachgroup.com/en/privacy-statement/,ad-server.eu brain.rtb.revcloud.net cdn-network.medialead.eu img.v1.de.euban.revenue.adaos-ads.net medialead.de network.medialead.eu show.v1.rtb.revcloud.adaos-ads.net
817,Ensighten,https://www.ensighten.com/privacy-policy/,activate.aami.com.au activate.cdw.com activate.cdwg.com activate.dressbarn.com activate.ferguson.com activate.gio.com.au activate.hotels.com activate.lanebryant.com activate.maurices.com activate.tacdn.com activate.united.com activate.virginaustralia.com activate1.fidelity.com analytics.ovative.com attribution.chacos.com attribution.grasshoppers.com attribution.hushpuppies.com attribution.keds.com attribution.kvd.com.au attribution.merrell.com attribution.saucony.com attribution.sperry.com attribution.swiss.com attribution.theworks.co.uk attribution.wolverine.com britishairways.com cm.oneidentity.com cm.quest.com data.creditexpert.co.uk data.experian.co.uk data.experianidentityservice.co.uk data.ford.com data.lincoln.com dc.goodtogoparking.com dc.stokke.com ens-durgavich.activate.ensighten.com ens-orlet.activate.ensighten.com ensighten.airnewzealand.co.uk ensighten.ccnag.com ep.americanexpress.com levexis.com madata.newlook.com madata2.newlook.com measure.ensighten.com nexus.ensighten.com pfa.levexis.com pulse.mcdonalds.com pulse.microsoft.fr pulse.sleepnumber.com pulse.throtle.io pulse.wyndhamhotels.com scarf.ensighten.com swebanalytics.sony.com t.nc0.co tagman.britishairways.com tagman.fotolia.com tagman.heathrow.com tagman.heathrowexpress.com tagman.stylebop.com tagman.virgin-atlantic.com tagman.virginatlantic.com webanalytics.sony.com
820,econda GmbH,https://www.econda.de/service/datenschutz/,econda-monitor.de www.econda-monitor.de
821,Yusp,http://www.yusp.com/yusp-privacy-policy/,cdn.worldgravity.com gravityrd-services.com worldgravity.com yusp.com
827,AdMaxim,http://www.admaxim.com/admaxim-privacy-policy/,adserver.admaxim.com adtrack.admaxim.com rtb.adserver.com rtb1-hk.admaxim.com rtb2-uk.admaxim.com rtbtrack-uk.admaxim.com rtbtrack.admaxim.com track-hk.admaxim.com track.admaxim.com
829,d3media,http://www.d3sv.net/privacy/,a.d3sv.net s.d3sv.net
839,LivelyImpact,http://www.livelyimpact.com/privacy-policy.html,ads.fingereach.com ads1.fingereach.com ads2.fingereach.com ads3.fingereach.com fingereach.com rtb.fingereach.com vds.fingereach.com vds1.fingereach.com vds2.fingereach.com vds3.fingereach.com
853,Verve,https://www.verve.com/privacy-policy/,verve.com vervemobile.com vrvm.com
864,Batch Media,http://batch.ba/datenschutzerklarung/,c.t4ft.de g.t4ft.de t.t4ft.de t4ft.de
867,AdElement,http://adelement.com/privacy-policy.html,adelement.com ads.adelement.com sb.adelement.com sc.adelement.com st.adelement.com
874,Belboon,https://www.belboon.com/en/about-us/datenschutz/,1.belboon.de atlas.r.akipam.com janus.r.jakuli.com luna.r.lafamo.com neso.r.niwepa.com pluto.r.powuta.com www1.belboon.de
899,QuarticON,http://quarticon.com/privacy-statement/,api.quartic.pl api.quarticon.com app-1.quartic.pl app-2.quartic.pl app-3.quartic.pl app-4.quartic.pl app-5.quartic.pl app-6.quartic.pl app.quarticon.com qad-ir.quartic.pl qad-pl.quartic.pl qad-sg.quartic.pl qad-tv.quartic.pl qad-us.quartic.pl qad.quartic.pl qade.quartic.pl rec.quartic.pl rec.quarticon.com shiela.quartic.pl static-1.quartic.pl static-2.quartic.pl static-3.quartic.pl static.quartic.pl static.quarticon.com
904,TraceAd,http://influenceaudience.com/about/gdpr-privacy-policy-business-partners.html,tracead.com
922,Novem,http://www.novem.pl/doc/Novem_polityka_prywatnosci.pdf,a.novinet.pl adseu.novem.pl ho.novem.pl static.novem.pl
926,NET-Metrix AG,https://www.net-metrix.ch/ueber-uns/datenschutzerklaerung,net-metrix.ch wemfbox.ch
931,adTarget.me,https://adtarget.me/privacy.html,ads.adtarget.me static-system.adtarget.me static-trackers.adtarget.me static.trackers.adtarget.me trackers.adtarget.me
932,advanced STORE GmbH,https://www.ad4mat.com/en/privacy/,a4mtools.net ad4compare.net ad4m.at ad4mat.at ad4mat.be ad4mat.ch ad4mat.co.uk ad4mat.com ad4mat.de ad4mat.dk ad4mat.es ad4mat.it ad4mat.net ad4mat.nl ad4mat.pl ad4mat.se ar.ad4mat.net at.ad4mat.net be.ad4mat.net bg.ad4mat.net bid.marketing.ad4mat.net br.ad4mat.net ch.ad4mat.net co.uk.ad4mat.net cz.ad4mat.net dk.ad4mat.net es.ad4mat.net fi.ad4mat.net fr.ad4mat.net hu.ad4mat.net it.ad4mat.net mx.ad4mat.net nl.ad4mat.net no.ad4mat.net pl.ad4mat.net prod-rtb.ad4mat.net pt.ad4mat.net ro.ad4mat.net rtb.ad4mat.net ru.ad4mat.net se.ad4mat.net static-at.ad4mat.net static-br.ad4mat.net static-ch.ad4mat.net static-de.ad4mat.net static-dk.ad4mat.net static-es.ad4mat.net static-fi.ad4mat.net static-fr.ad4mat.net static-it.ad4mat.net static-nl.ad4mat.net static-no.ad4mat.net static-pl.ad4mat.net static-ro.ad4matnet static-se.ad4mat.net static-uk.ad4mat.net static-us.ad4mat.net static.ad4mat.net tr.ad4mat.net uk.ad4mat.net us.ad4mat.net za.ad4mat.net
933,TripleLift,https://triplelift.com/privacy/,3lift.com amp.3lift.com api.screenshot.triplelift.com api.triplelift.com as-eb2.3lift.com as-tlx.3lift.com assets.triplelift.com bidder.triplelift.com cdn.3lift.com console.triplelift.com dynamic.3lift.com eb.3lift.com eb2.3lift.com eu-eb2.3lift.com formats.triplelift.com help.triplelift.com ib.3lift.com images.3lift.com img.3lift.com marketing.triplelift.com mg.3lift.com na-eb2.3lift.com na-tlx.3lift.com native-creative.triplelift.com native.triplelift.com nativeplaybook.triplelift.com partners.triplelift.com screenshot.triplelift.com tlx.3lift.com triplelift.com us-east-tlx.3lift.com us-west-tlx.3lift.com wizard.triplelift.com www.triplelift.com
938,Adzerk,https://dev.adzerk.com/docs/privacy-policy-customers,adzerk.net e-*.adzerk.net engine.adzerk.net static.adzerk.net zkcdn.net
955,"GDM Services, Inc d/b/a Fiksu DSP",https://fiksu.com/gdpr/,adx.fiksu.com adxs.fiksu.com aerserv.fiksu.com applovin.fiksu.com asotrack1.fiksu.com asotrack2.fiksu.com b.fiksu.com bs.fiksu.com er.fiksu.com ers.fiksu.com fiksu.com handler.fiksu.com impressions.fiksu.com mopub.fiksu.com mopub23.fiksu.com nexage23.fiksu.com omax.fiksu.com pt.fiksu.com rc.fiksu.com rcs.fiksu.com ri.fiksu.com ris.fiksu.com rn.fiksu.com rns.fiksu.com rtb-creatives.fiksu.com smaato.fiksu.com
973,Reklam Store,https://dsp.reklamstore.com/privacy-policy/,
976,Semasio GmbH,http://www.semasio.com/privacy-policy/,uipglob.semasio.net uipus.semasio.net
979,Silver Egg Technology,http://www.silveregg.co.jp/GDPR,aigent.silveregg.net aigent2.silveregg.net aigentx.silveregg.net dsp.silveregg.net edge.silveregg.net edge2.silveregg.net
981,Vodafone GmbH,https://www.vodafone.de/unternehmen/datenschutz-privatsphaere.html,fc.vodafone.de vfd2dyn.vodafone.de www.vodafone.de zuhauseplus.vodafone.de
985,Tinkoff.ru,https://static.tinkoff.ru/documents/docs/processing-personal-data.pdf,bl.datamind.ru bl1.datamind.ru bl2.datamind.ru cdn.datamind.ru datamind.ru dco.datamind.ru dp.tinkoff.ru dp.tinkoffinsurance.ru dsp.datamind.ru dsp1.datamind.ru dsp2.datamind.ru dsp3.datamind.ru dsp4.datamind.ru dsp5.datamind.ru dsp6.datamind.ru dsp7.datamind.ru images.datamind.ru media.datamind.ru pb.datamind.ru pool.datamind.ru static.datamind.ru sync.datamind.ru tinkoff.datamind.ru tinkoff.ru tinkoffinsurance.ru
987,Celtra,https://www.celtra.com/privacy-policy/,ads-cdn.celtra.com ads.celtra.com api.celtra.com cache-ssl.celtra.com cache.celtra.com campaigns-cdn.celtra.com cdn.celtra.com geo.celtra.com hub-user.celtra.com track.celtra.com
991,AudienceProject,http://privacy.audienceproject.com/for-users/,analytics.userreport.com clicktrackingv2.userreport.com userreport.com visitanalytics.userreport.com
1003,KPI Solutions,https://www.adv.admeme.net/en/privacy/optout.html,adgraph.net admeme.net adv.admeme.net agraph.net b9998.adgraph.net b9999.adgraph.net i9999.adgraph.net v9999.adgraph.net z9999.adgraph.net
1024,Polldaddy,https://automattic.com/privacy/,s3.polldaddy.com
1025,Outbrain Inc.,https://www.outbrain.com/legal/amplify-terms#privacy-policy,images2.zemanta.com odb.outbrain.com p1.zemanta.com r1.zemanta.com widgets.outbrain.com
1027,MaxCDN,https://www.maxcdn.com/gdpr/,netdna-cdn.com netdna-ssl.com
1028,PubMatic,https://pubmatic.com/legal/privacy-policy/,pubmatic.com
1029,Rubicon Project,http://rubiconproject.com/rubicon-project-yield-optimization-privacy-policy/,bcbb-sjc1.rubiconproject.com bcbb.rubiconproject.com optimized-by.rubiconproject.com rubiconproject.com tap-cdn.rubiconproject.com tap.rubiconproject.com tap2-cdn.rubiconproject.com
1033,Yandex,https://yandex.ru/legal/confidential/,an.yandex.ru awaps.yandex.ru bs-metadsp.yandex.ru streaming.video.yandex.ru yandex.ru yandexadexchange.net
1034,Rutarget,https://segmento.ru/en/gdpr,cdn.rutarget.ru cdn2.rutarget.ru cdn3.rutarget.ru click.rutarget.ru creative.rutarget.ru google-sync.rutarget.ru rutarget.ru tag.rutarget.ru video.rutarget.ru
1040,Adblade,https://www.adblade.com/doc/privacy,adblade.com adiant.com av.adblade.com dmp.adblade.com pixel.adblade.com static-cdn.adblade.com web.adblade.com
1046,Singular Labs Inc.,https://www.singular.net/resource-center/gdpr-frequently-asked-questions/,ad.apsalar.com c.singular.net e.apsalar.com i.singular.net
1047,Neustar,https://www.home.neustar/privacy,aa.agkn.com ab.adadvisor.net adadvisor.net aggregateknowledge.com agkn.com all-rdr.adadvisor.net all.adadvisor.net allfail-*.adadvisor.net ap.adadvisor.net beta.adadvisor.net cdn1.adadvisor.net d.agkn.com data.agkn.com dc.adadvisor.net dv.adadvisor.net east.adadvisor.net eu.adadvisor.net expn.agkn.com fpc.adadvisor.net g.adadvisor.net js.agkn.com m-*.adavisor.net m-tomorrow.agkn.com main.js.agkn.com mver.adadvisor.net ny.adadvisor.net optout.agkn.com p1optout.agkn.com pa.adadvisor.net pixel.agkn.com rdr.adadvisor.net s.adadvisor.net sd.adadvisor.net sv.adadvisor.net test.adadvisor.net test2.adadvisor.net tpc.adadvisor.net uk.adadvisor.net verify.adadvisor.net verify.alphalab.adadvisor.net verify.omegalab.adadvisor.net west.adadvisor.net www.agkn.com
1048,Scenestealer,http://www.scenestealer.tv/privacy-policy,assets.reflow.tv images.reflow.tv insight.reflow.tv log.reflow.co log2.reflow.tv powered-by.reflow.tv r.worldssl.net reflow.tv reflow2.assets.reflow.tv
1051,Netquest,https://www.nicequest.com/us/privacy,ck.nicequest.com ck.ntq-partnership.com mpc.nicequest.com mpc.ntq-partnership.com nicequest.com ntq-partnership.com
1052,mediasmart,https://mediasmart.io/privacy/,ads.mediasmart.es ads.mediasmart.io apads.mediasmart.io ecads.mediasmart.es euads.mediasmart.es media.mediasmart.es mediasmart.es mediasmart.io video.mediasmart.es
1053,Mixmarket Affiliate Network,http://mixmarket.biz/confidential/,gl.mixmarket.biz is.mixmarket.biz mcl.mixmarket.biz mis.mixmarket.biz mix-uni.ru ucl.mixmarket.biz
1054,Turbobytes,https://www.turbobytes.com/gdpr/,turbobytes.net
1062,ORTEC | adscience,https://www.ortecadscience.com/privacy-policy/,adscience.nl hnspx.adscience.nl rtb7.adscience.nl rtb9.adscience.nl trk.adscience.nl um.adscience.nl xb.lc
1063,Blismedia,http://www.blis.com/privacy/,adx.ap-northeast-1.lb.infinity.blismedia.com adx.ap-southeast-1.infinity.lb.blismedia.com adx.eu-west-1.lb.infinity.blismedia.com adx.us-east-1.lb.infinity.blismedia.com adx.us-west-1.lb.infinity.blismedia.com blis.com blismedia.com rtb.infinity.blismedia.com tr.blismedia.com www.blis.com
1067,Mail.ru,https://help.mail.ru/mail-help/UA,ad.mail.ru d.mradx.net mail.ru mradx.net r.mail.ru r.mradx.net r3.mail.ru rs.mail.ru rtb-moscow.mail.ru t.mail.ru
1072,SMARTSTREAM,https://www.smartstream.tv/de/datenschutz,ads.smartstream.tv cdn-solution.net cdn.smartstream.tv dyn.smartstream.tv dynads.smartstream.tv etrtbb1.smartstream.tv madm1.smartstream.tv madn4.smartstream.tv ms.smartcdn.tv ovh.net smartcdn.tv smartstream.tv stv.cdn-solution.net tads.smartstream.tv tags.adsafety.net tracking-stvde.adsafety.net tracking.adsafety.net venc.smartstream.tv
1085,activecore,https://www.activecore.jp/privacy-policy/,imp21.a-cast.jp imp22.a-cast.jp imp23.a-cast.jp ppz01.a-cast.jp ppz0x.a-cast.jp ppz21.a-cast.jp ppz31.a-cast.jp
1092,Walmart,https://corporate.walmart.com/privacy-security/walmart-privacy-policy,affil.walmart.com beacon.walmart.com displayads.walmart.com grocery.walmart.com i.walmartimages.com photos3.walmart.com www.walmart.com
1095,Manage.com,https://www.manage.com/privacy-policy/,adx-apac-bidder.manage.com adx-east-bidder.manage.com adx-eu-bidder.manage.com adx-west-bidder.manage.com adxopenrtb-east-bidder.manage.com am.manage.com api.manage.com catalog-bidder.manage.com cdn.manage.com connect.manage.com corp-dev.manage.com e.manage.com manage.com monarch.manage.com my.manage.com restapi.manage.com t.manage.com vpn01.manage.com vpn02.manage.com
1097,Cloudflare,https://www.cloudflare.com/security-policy/,cdnjs.cloudflare.com
1099,Brainworkz,http://brainworkz.eu,adsequence.com adsequence.pl adsqn.com dc.adsequence.com dc.adsequence.pl dc.adsqn.com mc12.adsqn.com mc13.adsqn.com mc14.adsqn.com mc15.adsqn.com mc16.adsqn.com
1100,FUSIO BY S4M,http://www.s4m.io/privacy-policy/,ap-southeast-*.s4mdsp.com br-ad.sam4m.com cdn.s4mdsp.com eu-ad.sam4m.com eu-west-*.s4mdsp.com evt.s4mdsp.com s4m.io sam4m.com sg-ad.sam4m.com us-ad.sam4m.com us-adstatic.sam4m.com us-analytics.sam4m.com us-east-*.s4mdsp.com {subdns}-ad.sam4m.com
